Obs,age,ed,employ,address,income,debtinc,creddebt,othdebt,default
503,37,1,2,15,26.9,9.49,0.19,2.36,0
504,33,5,4,5,107.5,13.22,3.6,10.62,0
505,30,2,6,2,31.2,6.37,0.76,1.23,1
506,29,1,13,1,32.7,13.59,1.7,2.75,0
507,34,1,17,12,52.5,17.61,3.75,5.49,0
508,27,2,6,1,60.4,13.34,3.85,4.21,1
509,39,1,18,16,48.6,23.66,1.48,10.02,0
510,39,1,3,20,23.2,5.31,0.02,1.21,0
511,27,3,1,4,17.4,1.75,0.03,0.28,0
512,45,1,13,8,76.4,28.24,5.16,16.42,1
513,34,1,4,5,22,9.71,0.72,1.41,0
514,27,1,5,1,20.6,3.51,0.16,0.56,0
515,38,2,13,0,45.3,7.45,0.63,2.75,1
516,35,1,2,2,19,21.31,2.24,1.81,1
517,43,3,0,4,38.7,1.8,0.14,0.56,0
518,25,1,3,2,16.3,1.81,0.12,0.18,0
519,25,1,5,5,18.7,13.68,0.39,2.16,1
520,27,1,6,7,41.8,12.13,2.13,2.94,1
521,23,1,0,2,14.5,16.57,0.7,1.7,1
522,40,1,16,12,69.8,10.49,1.96,5.36,0
523,41,1,0,14,21,10.4,0.68,1.5,0
524,31,1,6,0,38,7.28,0.25,2.51,1
525,49,4,21,7,149.7,4.51,0.41,6.35,0
526,45,3,5,17,35.8,25.33,0.93,8.13,0
527,28,3,0,4,42.4,11.43,0.99,3.86,0
528,30,1,13,6,27.9,27.28,3.45,4.16,1
529,44,1,5,20,21,7.59,0.65,0.95,0
530,48,3,9,14,37.3,4.47,0.07,1.6,0
531,45,1,19,9,84.4,12.34,0.97,9.45,0
532,44,1,25,22,112.5,5.79,0.23,6.28,0
533,32,1,13,8,54.1,5.06,1.46,1.28,0
534,34,4,2,7,17.7,0.48,0.02,0.06,1
535,30,2,0,6,24,11.63,1.5,1.29,0
536,37,1,5,10,21,11.83,0.27,2.22,0
537,35,3,11,5,56.6,30.21,2.82,14.28,1
538,37,1,15,12,77.6,2.75,0.71,1.42,0
539,44,3,11,18,67.6,17.39,4.46,7.3,0
540,25,3,0,4,20.2,5.5,0.13,0.98,1
541,36,1,2,10,47,36.56,7.22,9.97,1
542,29,1,3,7,21.9,7.29,0.16,1.43,0
543,35,2,8,12,27.2,3.82,0.62,0.42,0
544,42,1,21,1,105.5,31.1,15.32,17.49,1
545,53,2,12,27,38.5,2.05,0.07,0.72,0
546,37,2,10,12,65.1,6.52,1.58,2.67,0
547,35,1,3,10,28.2,6.18,0.45,1.29,1
548,36,1,11,15,53,3.72,1.33,0.64,0
549,34,1,3,2,33.2,11.12,0.63,3.06,1
550,26,2,4,2,20,0.61,0.02,0.1,0
551,30,1,13,1,26.8,5.3,0.93,0.49,0
552,36,2,5,9,35.3,27.67,3.51,6.26,0
553,33,2,8,2,34.3,5.69,0.85,1.1,1
554,54,1,10,19,48.2,9.26,1.4,3.07,0
555,29,2,6,9,30.4,4.27,0.72,0.58,1
556,31,1,6,9,30,1.02,0.08,0.22,0
557,36,2,8,17,38.7,8.62,0.97,2.37,0
558,49,2,11,1,58.2,6.2,0.56,3.05,0
559,25,2,4,2,30.7,14.33,1.57,2.82,0
560,43,1,16,15,52.4,12.89,2.26,4.5,0
561,28,1,11,0,36.5,8.7,0.71,2.47,0
562,27,2,0,4,22.7,4.71,0.35,0.72,0
563,30,1,14,5,29.7,10.48,0.07,3.04,0
564,35,3,7,5,63.8,1.68,0.47,0.6,0
565,45,1,10,18,31.3,9.33,0.25,2.67,0
566,37,2,12,9,37.1,6.48,0.91,1.5,0
567,26,2,7,3,33.5,13.33,2.05,2.42,1
568,50,3,7,20,26.4,2.76,0.35,0.38,0
569,38,1,8,4,73.1,4.24,1.43,1.67,0
570,44,2,0,10,29.8,3.77,0.25,0.87,0
571,26,2,1,6,28.9,6.4,0.17,1.68,0
572,42,1,3,10,25.6,5.12,0.45,0.86,0
573,40,1,20,21,53,9.11,1.44,3.39,0
574,41,1,17,19,80.3,23.14,7.99,10.59,0
575,37,1,6,10,26.3,17.4,2.47,2.11,1
576,29,1,12,1,40.7,13.85,3.23,2.41,0
577,49,2,2,13,35.2,16.9,0.67,5.28,1
578,29,1,9,8,46.9,4.69,0.46,1.74,0
579,36,2,15,7,43.5,8.61,1.27,2.48,0
580,35,1,1,4,24,7.85,0.3,1.59,0
581,40,2,15,15,75.3,8.4,0.89,5.44,0
582,42,1,19,21,71.3,5.18,1.34,2.36,0
583,45,1,23,8,100.9,3.77,2.72,1.08,0
584,28,3,0,4,17.8,3.45,0.01,0.6,1
585,43,2,6,19,68.7,6.36,0.7,3.67,0
586,36,2,5,6,34.4,17.43,1.22,4.78,0
587,31,2,11,3,34.2,4.79,0.14,1.5,0
588,30,2,12,9,55.6,21.46,4.15,7.78,0
589,55,2,30,15,152.6,4.51,1.62,5.26,0
590,33,4,3,4,34.3,10.95,1.98,1.77,0
591,28,1,9,1,39.8,15.75,2.76,3.51,1
592,24,1,4,3,16.4,2.65,0.14,0.29,0
593,47,1,29,25,106.4,29.5,4.96,26.43,0
594,28,4,1,5,42.6,5.49,0.31,2.03,0
595,36,1,7,16,21.7,11.11,1.03,1.38,0
596,34,1,1,5,21.3,6.46,0.68,0.7,0
597,22,2,0,1,16,23.06,1.62,2.07,1
598,21,1,2,1,15.3,11.89,0.66,1.16,0
599,44,1,18,22,66.2,19.53,2.02,10.91,0
600,41,2,13,10,71.9,2.01,0.58,0.86,0
601,26,1,3,6,19.3,3.33,0.12,0.52,0
602,28,2,6,2,35.1,6.25,1.28,0.92,0
603,26,2,5,7,36.2,15.4,2.29,3.29,1
604,28,1,2,2,22.5,2.55,0.27,0.3,1
605,38,3,15,18,76.9,2.59,0.72,1.27,0
606,46,2,7,19,31.2,3.18,0.04,0.95,0
607,39,2,9,12,38.3,6.65,1.72,0.82,0
608,47,3,23,11,197.2,2.73,1.04,4.34,0
609,36,3,8,17,65.9,7.11,1.97,2.72,0
610,29,2,3,7,17.4,21.5,1.44,2.3,1
611,51,1,16,27,67.7,15.04,4.08,6.1,0
612,29,3,6,9,56,7.69,0.72,3.58,0
613,32,3,2,6,66.8,14.55,3.19,6.53,1
614,22,1,4,0,14,18.66,1.29,1.33,1
615,41,3,15,5,129.6,8.94,6.02,5.56,0
616,25,4,0,5,16.5,8.54,0.48,0.93,0
617,27,4,0,0,19.1,1.79,0.2,0.15,1
618,28,2,1,4,16,7.73,0.16,1.07,0
619,26,1,6,1,15.2,23.5,1.49,2.08,1
620,21,2,0,1,16.6,0.79,0.05,0.08,0
621,36,1,16,12,42.4,3.11,0.8,0.52,0
622,45,2,3,26,48.5,10.57,0.89,4.23,0
623,24,1,8,0,21.2,5.6,0.71,0.48,1
624,49,2,22,4,262.7,7.38,0.97,18.42,0
625,28,2,3,1,26,16.14,0.56,3.64,0
626,26,1,10,4,18.3,9.78,0.74,1.05,0
627,38,1,10,2,37.8,8.81,0.19,3.14,0
628,33,2,2,9,37.3,12.59,0.74,3.96,0
629,44,2,2,21,40.1,13.09,1.18,4.07,0
630,32,1,1,9,18.9,6.64,0.64,0.62,0
631,51,2,2,25,33.4,15.35,1.27,3.86,0
632,25,2,1,6,31,11.94,0.5,3.21,1
633,44,1,13,4,32,33.42,4.98,5.71,1
634,29,1,9,2,40.3,6.74,2.06,0.66,0
635,38,2,10,6,63.2,6.99,0.61,3.8,0
636,45,1,17,0,63.4,8.74,3.05,2.49,0
637,30,1,9,2,39.1,14.22,2.35,3.21,0
638,22,2,1,2,22.4,7.45,0.17,1.5,1
639,51,1,10,1,35.4,14.8,1.15,4.09,1
640,31,1,7,7,29.2,7.65,0.72,1.51,1
641,50,4,24,30,225.9,15.7,1.99,33.48,0
642,31,1,7,2,20.8,12.38,0.12,2.46,0
643,28,1,2,0,18.8,0.8,0.06,0.09,0
644,25,1,9,3,23,7.01,0.92,0.7,0
645,33,1,5,7,19.4,10.28,1.42,0.58,0
646,46,1,14,2,36.5,4.61,0.66,1.02,0
647,23,1,5,3,18.5,14.76,0.91,1.82,0
648,55,1,13,27,59.8,12.01,3.54,3.64,0
649,25,4,0,1,43.1,10.2,2.26,2.14,0
650,28,1,4,9,45.3,27.02,6.02,6.22,1
651,48,2,12,11,56.7,14.51,5.12,3.11,0
652,48,3,22,24,196.3,13.06,2.28,23.36,0
653,25,2,1,4,17.4,9.36,1.31,0.32,0
654,47,2,17,9,118.3,20.83,5.35,19.29,1
655,30,3,2,4,25.9,4.87,0.28,0.98,0
656,30,2,1,4,22.6,4.76,0.27,0.81,0
657,29,1,8,1,20.5,19.17,1.99,1.94,0
658,26,1,9,3,36.4,15.82,1.93,3.82,0
659,39,1,13,13,43.1,17.07,0.54,6.81,0
660,45,1,7,3,19.1,20.4,1.41,2.49,0
661,33,1,1,4,17.5,17.34,0.61,2.42,1
662,54,1,4,3,30.7,15.56,1.81,2.97,1
663,41,2,4,13,29.1,17.51,2.19,2.9,0
664,30,1,11,1,34,8.12,1.41,1.35,0
665,46,4,9,20,47.1,10.42,1.94,2.97,0
666,36,1,20,15,38.3,5.08,0.67,1.27,0
667,43,3,15,11,99.8,5.36,2.87,2.48,0
668,41,1,3,12,22.1,1.24,0.12,0.15,0
669,44,1,19,17,63,6.36,1.28,2.72,0
670,39,3,2,10,53.4,14.79,2.55,5.35,1
671,43,1,17,19,73.2,12.74,1.08,8.24,0
672,34,1,6,10,25.5,6.99,0.26,1.52,0
673,45,2,2,19,63.3,0.54,0.21,0.14,0
674,50,4,22,9,139.9,7.29,3.8,6.39,0
675,38,1,18,7,57.7,6.72,1.11,2.76,0
676,44,1,21,24,64.3,4.31,1.11,1.66,0
677,50,2,7,7,66.3,3.62,0.86,1.54,0
678,31,1,11,12,46.3,20.66,3.34,6.23,0
679,47,1,26,0,89.8,3.14,0.78,2.04,0
680,33,1,11,1,28,4.97,0.49,0.9,0
681,47,1,23,1,114.1,9.14,7.44,2.99,0
682,27,2,9,5,21.7,10.94,0.56,1.82,0
683,37,2,10,3,49.5,7.28,0.65,2.95,0
684,31,2,6,11,37,23.16,3.88,4.69,1
685,23,1,1,0,19.1,15.22,1.52,1.38,0
686,32,3,7,6,58.2,14.17,0.94,7.31,0
687,41,1,24,15,144.1,11.66,10.33,6.47,0
688,31,1,7,12,26.3,5.49,0.53,0.92,0
689,37,3,7,5,65.7,3.11,1.6,0.44,1
690,35,1,11,13,25.5,3.87,0.05,0.94,0
691,26,1,8,3,24.6,12.4,1.51,1.54,0
692,37,3,13,12,65.1,6.58,1.18,3.11,0
693,35,1,6,12,21.3,5.69,0.66,0.56,0
694,31,2,6,5,41.7,11.54,3.9,0.91,0
695,28,2,5,6,22.5,8.73,0.13,1.83,0
696,41,1,6,22,31.3,12.01,1.94,1.82,0
697,23,2,0,1,24.4,31.12,3.37,4.22,1
698,22,4,0,0,19.7,10.79,0.86,1.26,1
699,34,2,12,14,46.3,2.59,0.58,0.62,0
700,25,1,4,6,22.1,10.4,0.97,1.32,1
701,27,1,10,8,36.5,16.01,2.48,3.37,0
702,30,1,9,7,47.4,4.92,0.42,1.91,0
703,34,2,0,5,35,8.91,0.25,2.87,0
704,41,2,10,20,50.5,19.12,3.15,6.51,1
705,32,1,3,4,16.7,8.52,0.08,1.35,0
706,28,3,2,0,21.3,9.4,0.25,1.75,1
707,36,1,11,2,29.2,7.28,0.89,1.23,0
708,26,1,1,7,23.5,8.6,0.24,1.78,0
709,48,1,15,5,64.6,15.12,1.25,8.52,0
710,33,3,0,11,32.3,20.99,0.81,5.97,0
711,32,2,9,8,24.5,8.31,1.14,0.9,0
712,55,4,14,17,150.9,2.81,1.85,2.39,0
713,31,1,1,8,22.1,14.78,1.11,2.15,1
714,41,1,3,12,35.1,6.99,0.87,1.58,0
715,39,1,22,12,41.9,6.77,0.3,2.54,0
716,26,4,1,3,17.5,3.77,0.34,0.32,0
717,41,3,13,15,57.1,15.89,3.75,5.33,1
718,35,1,9,11,33.6,9.85,1.5,1.81,0
719,35,1,15,1,50.4,10.69,3.63,1.76,0
720,44,1,24,10,99.4,10.73,7.62,3.05,0
721,28,2,7,8,34,3.8,0.44,0.86,0
722,47,1,21,22,53.6,3.61,0.3,1.64,0
723,40,1,1,9,22.6,3.91,0.06,0.82,0
724,35,1,2,6,29.7,2.54,0.4,0.35,0
725,25,5,0,6,23,1.82,0.02,0.4,0
726,43,2,16,12,63.2,3.01,0.83,1.07,0
727,27,1,0,7,16,3.95,0.17,0.46,0
728,40,1,14,16,37.7,11.99,0.72,3.8,0
729,42,1,11,13,39.5,11.13,1.6,2.8,0
730,24,2,4,4,29.1,3.7,0.47,0.61,0
731,48,1,30,8,130.9,6.43,2.44,5.98,0
732,26,2,8,1,21.8,7.24,0.22,1.35,0
733,27,1,4,3,29.7,6.39,0.35,1.55,0
734,37,1,0,6,26.7,7.78,0.98,1.09,0
735,26,2,6,4,19,15.55,0.28,2.67,0
736,24,2,2,3,23.9,1.29,0.19,0.12,0
737,52,1,17,3,43.5,2.92,1.14,0.13,0
738,28,2,4,1,30.1,4.92,0.45,1.03,0
739,29,2,4,3,34.1,8.4,0.66,2.21,0
740,25,1,6,4,21,3.8,0.21,0.59,0
741,34,1,18,10,43,0.93,0.16,0.24,0
742,34,1,2,5,14.9,6.57,0.09,0.89,0
743,48,1,12,20,39.8,19.25,2.13,5.53,0
744,35,1,3,4,24.2,7.18,0.58,1.16,1
745,33,1,12,12,37.8,7.31,0.93,1.83,0
746,33,2,6,2,26.5,4.24,0.04,1.09,0
747,33,1,10,1,31.9,6.48,0.81,1.25,1
748,35,1,6,16,25.4,11.67,1.75,1.22,0
749,36,3,4,12,78.3,25.98,6.31,14.04,1
750,36,1,7,13,32.9,20.24,2.78,3.88,1
751,28,1,3,7,35.6,11.04,1.14,2.79,0
752,37,1,15,8,59.4,3.72,1.4,0.81,0
753,39,2,21,19,132.7,8.05,5.69,4.99,0
754,39,1,19,2,55.1,5.44,0.88,2.11,0
755,26,3,0,6,26.1,12.93,1.11,2.26,1
756,36,2,5,2,44,9.33,1.21,2.9,0
757,36,1,2,12,32.6,14.78,2.23,2.59,1
758,36,1,16,13,59.9,10.9,1.02,5.51,0
759,43,1,1,16,26.6,16.71,1.8,2.65,0
760,29,1,13,10,50.7,8.06,0.87,3.21,0
761,30,2,0,9,20,2.03,0.04,0.37,0
762,51,1,11,2,34.9,3.83,0.58,0.76,0
763,47,3,4,17,60.5,4.85,1.45,1.49,0
764,25,1,0,4,14.8,9.99,0.25,1.23,0
765,41,3,4,15,86.1,5.86,1.66,3.39,0
766,49,1,5,14,31.7,1.23,0.15,0.24,0
767,40,1,11,7,34.3,1.88,0.33,0.32,0
768,31,2,1,7,15.6,3.07,0.16,0.32,0
769,41,1,7,14,33.9,4.01,0.83,0.53,0
770,40,3,17,10,117.5,6.01,2.22,4.84,0
771,38,4,13,1,76.2,24.1,9.62,8.74,1
772,41,1,14,0,56.2,22.68,3.16,9.59,0
773,42,1,25,1,48.2,4.14,0.63,1.36,0
774,23,2,1,4,30.6,11.8,1.49,2.12,0
775,36,1,4,2,30.6,1.68,0.24,0.28,0
776,38,2,19,0,62.7,9.62,1.95,4.08,0
777,45,1,21,24,95.7,18.58,4.13,13.66,0
778,35,2,13,10,95.6,23.56,10.52,12,1
779,37,2,8,3,32.6,5.19,0.42,1.27,0
780,25,1,4,4,22.1,27.8,2.97,3.18,1
781,33,1,15,10,47.7,3.92,0.66,1.21,0
782,31,3,0,7,25.2,4.96,0.19,1.06,1
783,41,2,17,2,88.2,8.05,1.14,5.96,0
784,37,1,19,18,85.7,21.39,3.89,14.45,0
785,34,2,6,4,22.6,5.55,0.59,0.67,0
786,35,3,12,8,110,4.76,1.59,3.64,0
787,34,1,11,3,26.4,5.19,0.33,1.04,0
788,41,1,21,21,62,6.39,2.5,1.47,0
789,26,1,6,4,24.8,10.05,0.29,2.2,0
790,36,4,5,1,54.9,16.93,3.3,5.99,0
791,24,2,2,0,26,10.09,0.72,1.91,0
792,31,1,10,4,22,10.94,0.19,2.22,0
793,34,2,7,14,22.4,12.37,1.06,1.71,0
794,35,4,3,16,24.2,8.12,1.29,0.68,1
795,38,2,14,4,78.9,13.38,0.95,9.61,0
796,39,1,7,4,53,15.72,2.82,5.51,1
797,33,1,2,9,24.7,3.26,0.17,0.63,0
798,25,2,5,0,54.5,5.02,0.46,2.28,0
799,36,1,13,9,57.1,6.91,1.78,2.17,0
800,38,1,7,7,24.9,11.04,1.56,1.19,0
801,29,1,1,7,23.4,3.92,0.08,0.83,0
802,41,4,2,17,28.8,9.1,0.31,2.31,0
803,22,2,0,3,27.5,15.98,1.06,3.34,1
804,24,1,1,5,20.4,5.79,0.14,1.04,1
805,41,4,11,16,70.4,13.58,3.97,5.59,0
806,24,1,2,4,23,17.1,1.32,2.61,0
807,24,4,0,0,27.9,15.47,2.69,1.63,1
808,34,2,11,0,47.7,6.97,2.15,1.17,0
809,28,4,4,7,43.9,12.46,1.02,4.45,1
810,29,2,6,9,30.5,10.08,1.39,1.69,0
811,46,2,14,1,83.3,26.03,6.05,15.63,0
812,35,3,7,8,83.3,8.43,3.62,3.41,1
813,34,2,1,8,34.8,13.14,0.53,4.04,0
814,37,1,7,10,28.7,1.34,0.15,0.23,0
815,43,1,15,21,38.6,10.98,0.38,3.86,0
816,36,2,2,5,27.9,9.08,0.94,1.59,0
817,30,2,10,7,26.4,8.67,0.49,1.8,0
818,21,2,1,0,17.8,0.96,0.05,0.12,0
819,24,1,1,2,15,14.49,0.23,1.95,0
820,45,1,10,21,47.1,11.03,1.44,3.76,0
821,36,1,12,17,23.2,6.39,0.35,1.13,0
822,39,1,22,18,124.3,2.95,1.21,2.46,0
823,30,2,3,9,47.1,15.41,2.98,4.28,1
824,33,1,2,3,28,10.76,0.27,2.74,0
825,29,2,3,10,26,19.54,1.5,3.58,1
826,35,3,0,1,47.4,7.87,2.1,1.63,1
827,25,2,1,6,34.7,9.78,1.3,2.1,0
828,28,1,11,7,27.3,8.38,0.76,1.53,0
829,42,3,7,4,46.1,18.6,0.43,8.15,1
830,38,3,8,13,54.3,15.78,2.02,6.55,0
831,33,5,4,4,49,2.76,0.05,1.3,0
832,27,1,2,1,16.5,3.51,0.18,0.4,1
833,22,1,1,0,16.3,12.23,0.97,1.02,1
834,47,1,28,0,139.5,17.36,13.56,10.66,1
835,31,1,14,2,44.6,3.49,0.27,1.29,0
836,35,1,0,8,20.3,21.77,2.47,1.94,1
837,27,2,2,7,30.6,2.27,0.07,0.63,0
838,23,3,2,2,27.4,17.29,1.62,3.11,1
839,26,5,0,0,25.9,9.25,0.76,1.64,1
840,37,1,16,4,38.3,3.66,0.68,0.73,0
841,29,1,4,6,26.6,12.13,0.72,2.5,1
842,39,1,16,5,35.7,11.79,0.54,3.67,0
843,28,4,4,3,28.8,15.33,0.79,3.62,0
844,23,1,4,3,18.8,9.29,0.99,0.76,0
845,37,2,7,18,125.1,4.76,4.1,1.86,0
846,32,2,5,10,34.5,3.56,0.32,0.91,0
847,21,3,0,1,20.4,22.08,2.16,2.34,1
848,39,1,19,14,84.7,7.64,1.26,5.21,0
849,36,1,11,5,52.3,5.68,1.48,1.49,0
850,30,2,5,4,16.3,5.01,0.21,0.61,0
851,32,1,7,11,29.4,5.1,0.1,1.4,0
852,43,3,17,2,87.3,6.07,1.04,4.26,0
853,46,1,20,13,63.3,4.01,1.15,1.38,0
854,35,2,13,11,70.2,3.57,1.91,0.6,0
855,21,2,0,1,14.1,14.8,0.53,1.56,1
856,43,1,24,22,76.9,1.83,0.6,0.81,0
857,38,2,12,14,59.1,5.1,1.33,1.69,0
858,28,1,4,2,18.9,7.27,1.05,0.33,1
859,38,1,8,19,26.4,10.59,0.72,2.07,0
860,38,2,15,3,68.4,12.15,3.54,4.77,0
861,27,1,6,8,21.3,12.12,1.73,0.85,0
862,43,1,12,4,28.8,7.28,0.59,1.51,0
863,31,1,2,7,15.6,7.27,0.41,0.73,1
864,32,3,11,1,88.1,6.69,1.49,4.4,0
865,36,1,8,17,32,10.47,1.21,2.14,0
866,28,1,10,9,30.3,12.56,2.31,1.5,1
867,47,1,15,23,41.6,4.45,0.7,1.15,0
868,22,1,6,0,22.8,11.42,0.99,1.61,0
869,35,1,5,15,28.5,28.96,3.52,4.74,1
870,29,2,7,2,41.6,9.95,1.59,2.55,1
871,45,2,23,10,94.6,7.2,3.25,3.56,0
872,53,1,30,14,131,14.1,15.79,2.68,0
873,42,1,0,21,18.9,7.9,0.2,1.29,0
874,43,1,0,0,16.3,7.19,0.12,1.05,0
875,38,1,21,17,73.8,16.82,2.88,9.53,0
876,45,1,19,22,110.2,1.69,0.43,1.43,0
877,35,3,3,7,19.6,18.12,2.38,1.17,0
878,33,1,3,9,23.1,8.74,0.34,1.68,0
879,31,1,8,2,26.8,5.19,0.62,0.77,0
880,33,2,8,13,25.4,9.85,1.56,0.95,0
881,34,1,16,0,47.4,8.94,1.21,3.03,0
882,51,1,2,17,20.8,11.82,1.32,1.14,1
883,34,1,15,4,41.1,6.45,0.45,2.21,0
884,23,3,1,2,15.4,31.1,3.17,1.62,1
885,39,2,13,2,42.9,13.08,3.85,1.76,0
886,31,1,3,10,36.6,19.39,1.82,5.28,1
887,32,2,7,4,19.1,15.87,1.19,1.84,1
888,24,1,7,1,27,15.78,2.82,1.44,0
889,25,1,0,2,25.8,13.24,1.23,2.19,1
890,52,1,12,1,39.7,12.44,0.63,4.31,1
891,44,1,17,13,36,0.14,0.01,0.05,0
892,36,1,16,12,36.4,8.15,1.9,1.07,0
893,54,1,27,30,79,4.64,0.33,3.34,0
894,25,1,4,0,16.6,23.49,1.02,2.88,1
895,37,1,21,13,93.8,4.26,0.33,3.67,0
896,54,1,9,30,57.7,10.43,3.77,2.25,0
897,36,1,20,0,75.6,9.3,4.13,2.9,0
898,36,2,1,5,44.7,20.26,2.55,6.5,1
899,41,4,0,3,44,13.58,0.83,5.14,1
900,31,1,11,10,25.3,8.63,0.63,1.55,0
901,43,2,6,6,24.5,12.17,0.5,2.48,0
902,33,2,8,1,46,16.39,2.33,5.21,0
903,33,3,9,10,17.3,12.29,0.75,1.37,0
904,42,2,19,5,75.7,2.39,0.99,0.82,0
905,35,1,8,8,24.8,16.92,0.49,3.71,0
906,39,2,9,4,56.9,7.48,1.87,2.39,0
907,26,2,6,6,29.4,2.15,0.15,0.48,0
908,40,4,7,12,44,8.56,1.02,2.74,0
909,36,1,0,10,28.4,13.65,2.21,1.67,1
910,40,1,4,19,23.1,8.08,0.92,0.94,0
911,27,3,5,2,40.6,10.54,1.7,2.58,0
912,23,3,1,4,52.1,6.24,1.03,2.22,1
913,29,1,11,8,51,31.35,4.16,11.83,0
914,54,1,38,29,205.8,8.84,2.86,15.34,0
915,21,1,1,0,17.6,7.93,0.55,0.84,1
916,40,1,10,12,28.3,5.15,0.43,1.03,0
917,37,1,16,13,51.8,6.88,1.44,2.12,0
918,29,2,9,0,31.4,8.18,1.44,1.13,0
919,45,2,17,15,111.2,13.2,2.99,11.68,0
920,49,1,27,2,76.4,4,0.3,2.76,0
921,23,1,7,2,31.1,5.04,0.33,1.24,0
922,31,2,7,12,36.9,7.06,0.39,2.21,1
923,35,3,6,16,38.8,16.41,2.2,4.16,1
924,46,3,9,19,117.1,9.61,1.25,10,0
925,26,1,1,5,27.1,15.72,2.2,2.06,1
926,30,1,6,2,28.7,16.3,2.03,2.65,0
927,39,1,7,7,19.7,6.46,0.53,0.75,0
928,28,1,2,0,17.6,20.41,2.24,1.35,0
929,39,1,6,10,30.2,3.61,0.21,0.88,0
930,31,1,9,8,37.5,16.22,1.82,4.26,0
931,39,1,1,7,28.1,5.03,0.92,0.5,0
932,49,1,18,14,33.7,9.96,1.24,2.12,0
933,37,4,11,9,54.3,21.88,1.88,10,0
934,26,1,7,4,37.6,2.98,0.53,0.59,0
935,28,2,7,7,31.7,2.15,0.11,0.57,0
936,51,1,34,25,212,2.86,1.29,4.78,0
937,29,1,1,9,19,14.04,0.2,2.46,0
938,26,2,5,5,42.8,21.65,2.27,7,1
939,29,3,0,1,31.7,6.94,0.79,1.41,0
940,44,5,6,15,24.7,3.48,0.04,0.82,0
941,44,3,6,5,44.6,7.58,2.62,0.76,0
942,43,1,22,14,85.8,14.65,4.1,8.47,1
943,22,1,2,3,17.4,24.65,0.61,3.68,1
944,36,1,17,12,37,23.22,5.12,3.47,1
945,43,2,7,7,27.5,4.48,0.8,0.43,0
946,27,3,0,6,33.7,8.97,0.83,2.19,0
947,27,1,3,5,21.1,4.49,0.49,0.46,0
948,33,2,9,10,60.8,6.67,3.05,1.01,1
949,32,4,7,0,42.5,1.67,0.17,0.54,0
950,22,1,2,1,20.2,34.34,3.08,3.86,1
951,26,1,2,5,20.1,13.86,0.13,2.65,0
952,22,1,2,3,15.8,5.79,0.1,0.81,1
953,50,2,24,27,68.1,15.9,3.43,7.4,0
954,35,3,5,14,36.7,4.25,0.43,1.13,0
955,43,1,7,2,30.2,4.38,0.76,0.57,0
956,48,2,21,4,112.9,17.3,8.81,10.72,0
957,38,1,11,15,23.9,9.36,0.9,1.33,0
958,37,3,10,6,66.8,7.46,0.9,4.09,0
959,30,4,0,5,18.7,21.52,1.01,3.02,1
960,32,3,10,1,63.7,18.08,4.2,7.31,0
961,25,3,3,4,26.4,16.44,3.75,0.59,1
962,33,2,12,13,55.3,16.53,1.73,7.41,1
963,30,1,5,9,22.4,7.63,1.03,0.68,0
964,46,2,25,5,260.4,10.69,11.8,16.03,1
965,35,1,3,6,18.9,5.21,0.23,0.76,0
966,27,1,7,0,20.9,7.74,0.45,1.16,0
967,36,1,12,17,42.4,30.2,3.34,9.46,0
968,56,1,17,8,75.1,7.3,1.3,4.18,0
969,25,2,5,3,31.9,10.03,0.32,2.88,0
970,36,2,17,4,129.1,3.55,1.26,3.32,0
971,32,1,0,8,20.3,11.83,0.65,1.75,0
972,40,1,12,0,80,7.59,4.32,1.75,0
973,25,1,3,6,17.5,7.82,0.47,0.9,1
974,34,1,12,4,38.3,9.87,1.49,2.29,1
975,24,1,6,5,27.9,2.93,0.12,0.7,0
976,36,2,11,4,51,10.18,1.5,3.69,0
977,22,3,0,1,23,18.16,1.93,2.25,1
978,55,1,27,17,143.9,8.14,1.35,10.37,0
979,38,2,13,12,84.1,12.5,1.91,8.6,0
980,25,1,7,6,27.5,5.7,0.6,0.96,0
981,47,1,3,12,29.6,17.7,2.39,2.85,1
982,34,2,1,2,23.5,18.24,2.85,1.44,0
983,35,1,8,7,27.5,4.68,0.37,0.92,0
984,24,4,1,4,28.6,5.83,0.56,1.11,0
985,27,1,7,8,21.9,8.27,0.52,1.29,1
986,42,2,19,0,100,1.24,0.16,1.08,0
987,37,1,0,10,21.2,4.72,0.39,0.62,0
988,37,1,15,6,67,15.01,6.47,3.59,0
989,30,1,10,2,64.3,7.4,1.51,3.25,0
990,39,1,15,17,31.5,28.81,0.93,8.14,0
991,32,2,7,6,29.7,14.05,1.36,2.82,1
992,28,2,5,5,24.4,6.08,0.38,1.1,0
993,22,2,2,2,19.4,2.26,0.21,0.23,0
994,33,1,17,4,36.5,16.15,1.91,3.98,0
995,33,1,17,13,52.7,10.69,2.77,2.86,0
996,33,3,10,2,26.7,8.57,1.15,1.14,0
997,26,1,9,1,27.8,8.73,2.06,0.36,0
998,43,1,5,21,33.8,3.79,0.4,0.88,0
999,34,1,10,15,34.2,3.38,0.04,1.11,0
1000,30,1,10,10,31.5,15.58,2.52,2.39,0
1001,24,1,2,5,15.6,3.28,0.27,0.24,0
1002,40,1,24,21,111.7,12.78,9.04,5.24,0
1003,36,1,17,10,67.1,3.27,1.24,0.95,0
1004,26,2,3,6,81.8,20.54,3.49,13.31,1
1005,37,3,6,13,157,7.8,2.19,10.05,0
